0.98774292,0.929774784,1.015127004,2.413871976,0.584155223,1.259968604,0.60656771,1.796854786,2.505201039,0.219071052
2.381465556,0.74252799,1.210521564,2.548956505,0.424548895,0.776002699,0.843183487,1.992788429,3.768165073,1.28172463
2.545420544,1.341667548,1.301691227,2.022077243,0.348173048,0.431352253,0.883842752,0.92250257,2.544364699,2.060243161
2.749389082,2.26225005,1.971515878,2.09272209,0.463473308,0.469801185,1.390230759,0.959285666,2.800531236,1.483774836
1.469418345,1.463454563,3.365557911,2.128042284,0.690572143,1.000489539,0.916152749,1.349302424,2.40359196,1.713009789
2.17029918,0.864506746,4.415029972,1.578614104,1.654589769,0.875748198,1.32960303,1.158306024,2.099665127,1.499319137
2.476918602,0.494306266,3.498224739,1.492370348,1.855019552,1.862225005,1.449485941,0.826541781,1.555057207,3.592821317
3.020240215,0.493209692,1.98872524,2.39817388,2.135844047,2.535895711,3.096356354,1.905464617,1.457092408,4.301501343
2.610595118,-0.250747013,1.881777109,2.767879911,2.418529334,3.114591239,2.44190109,2.728272475,2.115538772,1.912980549
2.889340701,-0.312450995,2.76682802,2.605266894,1.76944442,8.082839966,3.222690817,1.694417999,1.819707902,1.972210198
5.455427246,-0.123560853,4.840980611,2.052749045,2.352059311,3.755174841,2.950822702,1.848229958,1.421554343,2.996925447
2.660538376,0.016119713,2.618330452,2.43100824,2.783895969,2.709938528,1.733663675,1.512652165,1.339927561,1.695484035
2.506610972,1.144514114,2.582043037,2.467347345,2.006807064,3.436770937,1.974181896,1.694103652,2.690011462,2.235229089
3.512721905,1.828652979,3.754651153,2.577260955,1.495327294,3.880499616,4.021324913,2.629269514,3.086369894,2.332772174
1.549303887,2.64015218,2.545582619,4.415537589,2.70324682,2.626644941,5.192760229,2.36977541,4.070136471,5.361168752
1.66389643,2.697727332,2.812839134,3.55398024,3.276303414,0.98779792,4.718423351,2.358052425,2.851171833,2.724869194
2.049083723,4.617974203,2.662743459,2.113505298,2.17335222,1.027530456,4.542128559,6.198223216,1.743460414,2.664446567
1.897710128,4.945986345,2.70966604,2.418255696,3.079641005,1.127318916,3.487602061,2.53736358,1.535528309,4.093826998
1.770652789,4.220037082,1.939022342,2.05202999,4.043308441,1.533852328,4.463881793,1.95361053,1.213425836,2.83960065
1.327537713,1.8957142,1.651387273,1.141359043,3.143057238,1.150290103,4.866656066,2.179213119,1.811245489,4.554174632
1.534508363,1.161292826,1.531354516,0.929864848,2.230604752,0.649649673,5.16955726,1.171950758,1.604829004,2.256955619
1.75609756,0.812268924,1.77169895,0.774222333,1.00214723,-0.007702173,4.410968868,0.416306572,1.344229236,2.333821235
1.907874012,0.471854717,1.054464862,0.208623968,0.505863231,0.499421589,0.837654994,0.089894675,1.19085701,3.78900173
1.451644492,0.281567775,0.401114455,0.052204492,0.102776757,0.152506983,0.514828648,-0.022246441,1.309208537,0.539663063
0.654149607,0.110474087,0.350059209,-0.047685646,0.122359749,-0.197731397,0.31656805,0.092021864,0.773518816,0.302359244
0.501422234,-0.152787593,0.199274723,-0.083519895,-0.206171206,-0.17252063,0.656760804,0.352864628,0.103930241,-0.194562683
0.153343305,-0.491928989,0.495566352,0.090062113,-0.48723013,-0.064254772,0.123836963,0.306500172,0.060540931,-0.351186404
-0.231855968,-0.34513382,0.161086502,0.00042878,-0.142281084,0.110255574,0.021147695,0.154535227,-0.110901885,-0.245814778
-0.197459901,-0.495865048,0.098729014,-0.060592245,-0.064701486,0.000205697,0.07932852,0.057740079,-0.278539948,0.074668134
-0.123450497,0.085303827,-0.076033794,0.248688774,0.265057547,0.145214059,-0.149904033,-0.170184407,-0.031616489,-0.146899092
-0.053321882,0.365610224,0.010005089,-0.0459614,-0.007545783,0.176845699,-0.232430734,-0.275174358,0.053510142,0.140769237
0.213835426,0.016738779,-0.254577098,0.076360326,0.255870303,-0.012569135,-0.013482069,0.076618042,0.160074699,0.158804456
0.316299384,0.306464343,-0.07073965,-0.055963456,0.113779738,0.007702869,-0.221747766,-0.202596722,0.118863897,-0.034499429
0.312565525,0.443898286,0.028804395,0.163476975,-0.16309136,-0.063419271,0.213395483,0.067622505,0.151700062,-0.05658986
-0.001762484,-0.001610848,-0.0608658,-0.009384034,0.169702307,-0.064699966,0.017917398,0.112557285,-0.206752582,0.017433693
-0.044986912,-0.140530328,0.052154314,-0.102816087,-0.185309744,-0.029740468,0.060879453,0.116597495,-0.163611893,-0.207901027
-0.132652188,-0.163036031,0.120092364,0.075688661,-0.108648912,-0.078395999,0.102172326,0.031659931,-0.011101551,-0.253260129
-0.138285761,-0.270479025,0.286842188,-0.130017688,-0.087815459,-0.013675996,0.006992761,0.078000894,0.186812405,-0.035992019
-0.09196478,-0.118175423,0.234944679,0.095577226,-0.253781654,0.086861953,-0.128738903,-0.175004675,-0.13592759,-0.2212949
0.289644458,0.055907295,-0.185030873,-0.0295168,-0.07168444,0.024211944,0.065172445,-0.070569812,-0.031121964,-0.049821497
-0.093346938,0.358465722,0.189436827,0.029755719,0.065250362,0.054905293,0.025275941,-0.061958729,-0.045081614,0.240446067
0.168709437,0.156631198,0.010240342,-0.128470097,-0.023993592,-0.055146678,-0.109102916,0.047505019,0.072628465,0.137196993
0.054646869,0.037334359,-0.194881734,0.218603855,-0.109970478,-0.072247769,-0.105806297,0.027218739,0.043123092,-0.152779006
0.084471671,0.099280403,-0.173041319,-0.12333888,0.200192444,-0.049302531,-0.022900992,0.025167549,-0.011101157,-0.242414924
0.082041793,0.06705217,0.010169733,-0.157055916,-0.126536921,-0.145528855,-0.056151129,-0.050399035,-0.117365347,-0.378954191
0.026957955,-0.15734339,0.009572697,-0.009078758,-0.263795574,0.08384735,-0.042161224,0.026910529,-0.174860577,-0.132190962
-0.096007819,-0.113593357,0.046657712,-0.0260104,-0.106042929,0.039685214,-0.052135296,-0.018140745,0.022249449,0.02856143
-0.034008183,-0.076718046,0.007149102,0.133074532,-0.090803028,0.01086279,-0.008337706,-0.104695428,-0.013742309,-0.289432622
-0.029559598,-0.056483065,-0.032644289,0.023820725,-0.177144761,0.210116545,0.116975153,-0.188291735,0.007839053,-0.011232935
0.057543548,0.094699921,-0.035299583,-0.056262815,-0.204196666,0.13850326,0.019029553,-0.045188886,-0.029725053,-0.104215724